Drug;Neutral SMILES;SMILES at pH 7;Category;;;;;;
CHEMBL136303;;C1Nc2cc[n+](Cc3ccc(Cc4ccc(C[n+]5ccc(NCc6ccc(Cc7ccc1cc7)cc6)c1ccccc51)cc4)cc3)c1ccccc21;CHEMBL;;;;;;
CHEMBL1363122;;CCC[C@H]1CCCC\C=C/CCCC(=O)OCCN1C(=O)OC(C)(C)C;CHEMBL;;;;;;
CHEMBL1363310;;CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC;CHEMBL;;;;;;
CHEMBL1363828;;CO[C@@H]1COC(=O)C\C=C/[C@H](C)[C@@H](COC(=O)[C@H](C)NC(=O)C\C=C/[C@H]1C)OC;CHEMBL;;;;;;
CHEMBL136396;;CC1=C[C@H]2O[C@@H]3[C@H](O)[C@H]4OC(=O)\C=C/C=C/C(=O)OCC\C(C)=C\C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1;CHEMBL;;;;;;
CHEMBL1364545;;NC(=O)C[C@@H]1NC(=O)[C@H](CCC([O-])=O)NC(=O)c2cc(cc(I)c2OCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL136488;;Oc1c2C[n+]3ccc(NCc4ccc(CNc5cc[n+](Cc1ccc2)c1ccccc51)cc4)c1ccccc31;CHEMBL;;;;;;
CHEMBL1365512;;C[C@@H]1\C=C\CC(=O)OC[C@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](C)\C=C\CC(=O)OC[C@H]2O[C@@H]1C=C[C@@H]2O;CHEMBL;;;;;;
CHEMBL13656;;COc1ccc(C[C@H]2NC(=O)\C=C\C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)C(Br)C#Cc2ccccc2)cc1;CHEMBL;;;;;;
CHEMBL1365734;;C[C@@H]1CCCCCCCCC(=O)OCC[NH2+][C@H](C)CCCCCCCCC(=O)OCC[NH2+][C@H](C)CCCCCCCCC(=O)OCC[NH2+]1;CHEMBL;;;;;;
CHEMBL1365896;;COc1cc2CC[N+](C)(C)C3Cc4ccc(O)c(Oc5cc6C(Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4;CHEMBL;;;;;;
CHEMBL1367454;;C[C@@H]1CCCCCCCCC(=O)OCCN1C(=O)OC(C)(C)C;CHEMBL;;;;;;
CHEMBL1367868;;CO[C@@H]1COC(=O)C\C=C/[C@H](C)COC(=O)[C@H](C)NC(=O)C\C=C/[C@H]1C;CHEMBL;;;;;;
CHEMBL136820;;CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](OC2OC(C)C(O)C(C2O)N(C)C(C)=O)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1COC1OC(C)C(O)C(OC)C1OC;CHEMBL;;;;;;
CHEMBL1368369;;C1COCCOc2ccccc2OCCO1;CHEMBL;;;;;;
CHEMBL1368499;;OCCN(Cc1ccccc1)C(=O)C[C@H]1C\C=C\CC[C@H](Cc2ccc(F)cc2)C(=O)O[C@H](CNC1=O)c1ccccc1;CHEMBL;;;;;;
CHEMBL1368817;;CC[C@H]1CC[C@H]2O[C@@]3(CC[C@@H](C)[C@@H](C[C@H](C)O)O3)[C@H](C)[C@@H](OC(=O)\C=C/[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C/C=C/1)[C@H]2C;CHEMBL;;;;;;
CHEMBL136985;;C[C@@H]1CCOC(=O)\C=C\C=C/C(=O)O[C@@H]2C[C@H]3O[C@@H]4C=C(C)CC[C@]4(COC(=O)[C@H]1O)[C@]2(C)[C@]31CO1;CHEMBL;;;;;;
CHEMBL137034;;CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](OC2OC(C)C(OC(C)=O)C(C2OC(C)=O)N(C)C(C)=O)[C@@H](CC(OC)OC)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1COC1OC(C)C(O)C(OC)C1OC;CHEMBL;;;;;;
CHEMBL1370426;;CC(C)[C@@H]1OC(=O)\C=C/C=C\C=C/C=C\C=C/C[C@@H](O)[C@H](C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)\C=C/[C@@H]1C;CHEMBL;;;;;;
CHEMBL137068;;CCOC(=O)\C=C\C[C@H]1C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](COC2OC(C)C(O)C(OC)C2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1OC1OC(C)C(O)C(C1O)[NH+](C)C;CHEMBL;;;;;;
CHEMBL137116;;C1CCCCC[n+]2ccc(NCc3ccc(cc3)-c3ccc(CNc4cc[n+](CCCC1)c1ccccc41)cc3)c1ccccc21;CHEMBL;;;;;;
CHEMBL1371708;;CO[C@@H]1COC(=O)[C@@H](OCc2ccccc2)\C=C/[C@H](C)[C@H](COC(=O)[C@@H](CCSC)NC(=O)C\C=C/[C@H]1C)OC;CHEMBL;;;;;;
CHEMBL137175;;C1Nc2cc[n+](Cc3ccc(C[n+]4ccc(NCc5cccc1c5)c1ccccc41)cc3)c1ccccc21;CHEMBL;;;;;;
CHEMBL1371838;;O=C1CN2CCN(CC2)CC(=O)Nc2ccc(cc2)S(=O)(=O)c2ccc(NC(=O)CN3CCN(CC3)CC(=O)Nc3ccc(cc3)S(=O)(=O)c3ccc(N1)cc3)cc2;CHEMBL;;;;;;
CHEMBL13720;;COc1ccc(C[C@H]2NC(=O)\C=C\C[C@@H](CC#Cc3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@@H](C)CNC2=O)cc1;CHEMBL;;;;;;
CHEMBL137200;;CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](OC2OCCC(C2O)[NH+](C)C)[C@@H](CC=O)C[C@@H](C)C(=O)CCC(C)C[C@@H]1COC1OC(C)C(O)C(OC)C1OC;CHEMBL;;;;;;
CHEMBL1372453;;CC(C)C(N1C(=O)c2ccccc2C1=O)C(=O)Nc1ccc2OCCOCCOCCOCCOc2c1;CHEMBL;;;;;;
CHEMBL137256;;C1Nc2cc[n+](Cc3ccc(cc3)\C=C/c3ccc(C[n+]4ccc(NCc5ccc(Cc6ccc1cc6)cc5)c1ccccc41)cc3)c1ccccc21;CHEMBL;;;;;;
CHEMBL137266;;C1Nc2cc[n+](Cc3ccc(cc3)-c3ccc(C[n+]4ccc(NCc5ccc(Cc6ccc1cc6)cc5)c1ccccc41)cc3)c1ccccc21;CHEMBL;;;;;;
CHEMBL1372683;;Oc1ccc2CCCCCCCCCCc2n1;CHEMBL;;;;;;
CHEMBL137270;;CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](OC2OC(C)C(O)C(C2O)[NH+](C)C)[C@@H](C\C=C\C(=O)OC)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1COC1OC(C)C(O)C(OC)C1OC;CHEMBL;;;;;;
CHEMBL137282;;CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@@H]1Cc2ccc(OCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2;CHEMBL;;;;;;
CHEMBL137289;;NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)C1CCCCCCCCCCC1;CHEMBL;;;;;;
CHEMBL137301;;CC(C)C[C@@H]1N2CC[C@@H](NC(=O)[C@H](CC([O-])=O)NC(=O)CNC(=O)[C@H](CCC[NH+]=C(N)N)NC1=O)C2=O;CHEMBL;;;;;;
CHEMBL1373126;;CO[C@@H]1\C=C/O[C@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)\C(C)=C/C=C[C@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1373630;;NC(=[NH2+])NCCC[C@@H]1NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)c2cc(cc(I)c2NCCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1374201;;NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc(cc(I)c2NCCCC[C@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1374896;;CCC1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)[C@@H](O[C@@H]2OC(C)CC(C2O)[NH+](C)C)[C@](C)(O)CC(C)\C(=N/OCOCCOC)[C@H](C)C(O)[C@]1(C)O;CHEMBL;;;;;;
CHEMBL1376070;;CSc1cccc(NC(=O)OC2CCCCCCCCCCC2)c1;CHEMBL;;;;;;
CHEMBL137694;;CC[C@H]1OC(=O)C[C@@H](OC(C)=O)[C@H](C)[C@@H](OC2OC(C)C(O)C(C2O)[NH+](C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1COC1OC(C)C(O)C(OC)C1OC;CHEMBL;;;;;;
CHEMBL13774;;COc1ccc(C[C@H]2NC(=O)\C=C\C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)C(O)\C=C\c2ccccc2)cc1;CHEMBL;;;;;;
CHEMBL1378235;;CO[C@H]1COC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)C\C=C/[C@@H]1C;CHEMBL;;;;;;
CHEMBL1378800;;CO[C@@H]1\C=C/O[C@]2(C)Oc3c(C2=O)c2c(O)c(CN4CC[NH+](C)CC4)c(NC(=O)\C(C)=C/C=C[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c([O-])c3C;CHEMBL;;;;;;
CHEMBL1379642;;[S-]C1=[NH+]CCOCCOCCOCCOCCN1;CHEMBL;;;;;;
CHEMBL1380690;;NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc(cc(I)c2OCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1381185;;COC(=O)CCCC(=O)N1CCOCCN(CCOCC1)C(=O)CCCC(=O)OC;CHEMBL;;;;;;
CHEMBL1381510;;NC(=O)C(CC([O-])=O)NC(=O)[C@@H]1CCOc2c(I)cc(cc2C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1382044;;S=C(NC1CCCCC1)N1CCOCCOCCN(CCOCCOCC1)C(=S)NC1CCCCC1;CHEMBL;;;;;;
CHEMBL1384853;;COc1cc(OCC(=O)NC(C)C)cc2CCCCCC(=O)CCC[C@H](C)OC(=O)c12;CHEMBL;;;;;;
CHEMBL1385264;;CC(C)N=C(S)NN=C1CCCCCCCCCCC1;CHEMBL;;;;;;
CHEMBL1386539;;O=C(NN=C1CCCCCCCCCCC1)c1cccnc1;CHEMBL;;;;;;
CHEMBL1386800;;NC(=O)[C@@H]1CCCNc2c(I)cc(cc2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1388911;;CCCCOC(=O)N1CCOCCOCCN(CCOCCOCC1)C(=O)OCCCC;CHEMBL;;;;;;
CHEMBL1390414;;NC(=O)CC[C@@H]1NC(=O)[C@H](CCCC[NH3+])NC(=O)c2cc(cc(I)c2SC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1391473;;[O-][N+](=O)c1cccc(c1)C(=O)c1ccc2OCCOCCOCCOc2c1;CHEMBL;;;;;;
CHEMBL1393317;;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)c2cc(cc(I)c2NCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1393457;;CC(C)[C@@H]1NC(=O)c2cc(cc(I)c2NCCC[C@H](NC(=O)[C@H](CO)NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1393774;;CCOC(=O)N1CCOCCOCCN(CCOCC1)C(=O)OCC;CHEMBL;;;;;;
CHEMBL1394086;;CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C/[C@H](C)[C@H]1O)C2=O;CHEMBL;;;;;;
CHEMBL1394201;;C[C@H]1COC(=O)[C@@H](Cc2ccc(F)cc2)C\C=C/C[C@H](CC(=O)NCCO)C(=O)N1;CHEMBL;;;;;;
CHEMBL1395149;;CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H]([C@@H]2O)[NH+](C)C)[C@](C)(O)C[C@H](C)[C@@H]2[NH2+][C@H](COCCOC)O[C@H]([C@@H]2C)[C@]1(C)O;CHEMBL;;;;;;
CHEMBL1395864;;C[C@@H]1O[C@H](O[C@H]2C[C@@H]3O[C@@](O)(C[C@@H](O)[C@H]3C([O-])=O)C[C@@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@@H](C)[C@@H](O)[C@@H](C)\C=C/C=CCC\C=C/C=C\C=C/C=C2)[C@@H](O)[C@H]([NH3+])[C@@H]1O;CHEMBL;;;;;;
CHEMBL1396352;;CO[C@H]1COC(=O)[C@H](C)NC(=O)[C@@H](C)COC(=O)C\C=C/[C@@H]1C;CHEMBL;;;;;;
CHEMBL1396368;;C\C=C1/CC(=C)[C@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23;CHEMBL;;;;;;
CHEMBL1396521;;OCCN(Cc1ccccc1)C(=O)C[C@H]1C\C=C/C[C@H](Cc2ccc(F)cc2)C(=O)OC[C@@H]2CCCN2C1=O;CHEMBL;;;;;;
CHEMBL1396867;;CO[C@H]1COC(=O)[C@H](C)NC(=O)[C@@H](C)COC(=O)[C@H]2CCCN2C(=O)C\C=C/[C@H]1C;CHEMBL;;;;;;
CHEMBL1397216;;CC1CCCC(=O)CCC\C=C\c2cc(O)cc(O)c2C(=O)O1;CHEMBL;;;;;;
CHEMBL1397559;;CC(C)C1NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O;CHEMBL;;;;;;
CHEMBL1397858;;CO[C@@H]1COC(=O)C\C=C/[C@H](C)[C@H](COC(=O)[C@H](Cc2ccccc2)NC(=O)C\C=C/[C@H]1C)OC;CHEMBL;;;;;;
CHEMBL1399099;;CC[C@H](C)[C@@H]1O[C@]2(CC[C@@H]1C)C[C@H]1C[C@H](C\C=C(C)\[C@@H](O[C@H]3C[C@H](OC)[C@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3CO[C@@H]4[C@@H](O)C(C)=C[C@H](C(=O)O1)[C@@]34O)O2;CHEMBL;;;;;;
CHEMBL139966;;CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)\C=C\C1=O)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC;CHEMBL;;;;;;
CHEMBL1399925;;CC1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1;CHEMBL;;;;;;
CHEMBL140094;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N(C)CCC#N)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL140150;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N4C(C)COCC4C)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1401670;;[O-][N+](=O)c1ccc(C[NH+]2CCOCCOCC[NH+](Cc3ccc(cc3)[N+]([O-])=O)CCOCC2)cc1;CHEMBL;;;;;;
CHEMBL140307;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)Nc4ccccc4)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL140340;;CCCNC(=O)COc1cc2NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)\C=C\OC3(C)Oc4c(C3=O)c1c(c(O)c4C)c2O;CHEMBL;;;;;;
CHEMBL1403739;;CCOC(=O)C(C)CC(C)C(=O)N1CCOCCOCCN(CCOCC1)C(=O)C(C)CC(C)C(=O)OCC;CHEMBL;;;;;;
CHEMBL140380;;C1c2cc3C[n+]4ccc(NCc5ccc(cc5)-c5ccc(CNc6cc[n+](Cc7ccc(c1c7)-c2cc3)c1ccccc61)cc5)c1ccccc41;CHEMBL;;;;;;
CHEMBL140396;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N(C)C4CCCC4)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1404004;;C[C@@H]1NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)c2cc(cc(I)c2NCCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1404366;;CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)C1OC)C2=O;CHEMBL;;;;;;
CHEMBL140442;;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H](CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C1/C)[C@H](C)C[C@@H](CCO)CCC(=O)OC;CHEMBL;;;;;;
CHEMBL1404435;;Fc1ccccc1C(=O)NN=C1CCCCCCCCCCC1;CHEMBL;;;;;;
CHEMBL1404947;;CO[C@@H]1C[C@H](O[C@H]2[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)C[C@H]([C@@H]3OC(C)=O)[NH+](C)C)[C@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@H](OC(C)=O)[C@H](C)[C@H](C)OC(=O)[C@@H]2C)O[C@H](C)[C@@H]1OC(C)=O;CHEMBL;;;;;;
CHEMBL1405776;;NC(=[NH2+])NN=C1CCCCCCCCCCC1;CHEMBL;;;;;;
CHEMBL1405878;;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2cc(cc(I)c2NCCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1407023;;CC(=O)c1ccc2OCCOCCOCCOCCOc2c1;CHEMBL;;;;;;
CHEMBL140857;;CCN(C)C(=O)COc1cc2NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)\C=C\OC3(C)Oc4c(C3=O)c1c(c(O)c4C)c2O;CHEMBL;;;;;;
CHEMBL140868;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N4CCOCC4C)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1408686;;C1COCC[NH2+]CCOCCOCC[NH2+]1;CHEMBL;;;;;;
CHEMBL1408822;;CO[C@@H]1COC(=O)[C@@H](C)NC(=O)C\C=C/[C@@H](C)[C@@H](COC(=O)[C@H](C)NC(=O)C\C=C/[C@H]1C)NS(=O)(=O)c1ccc(C)cc1;CHEMBL;;;;;;
CHEMBL1409743;;CC[C@H](C)[C@@H]1NC(=O)c2cc(cc(I)c2NCC[C@H](NC(=O)[C@H](CCC[NH+]=C(N)N)NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1410038;;O=C(CN1CCOCCOCC[NH+](CC(=O)Nc2ccccc2)CCOCC1)Nc1ccccc1;CHEMBL;;;;;;
CHEMBL141027;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N(Cc4ccccc4)Cc4ccccc4)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1412300;;Brc1ccc2OCCOCCOCCOc3ccc(Br)cc3OCCOCCOc2c1;CHEMBL;;;;;;
CHEMBL1413008;;CN1CCOCCOCCN(C)C(=O)N2CCOCCOCCN(CCOCC2)C1=O;CHEMBL;;;;;;
CHEMBL1413967;;C[C@H]1COC(=O)CC=C[C@@H](C)[C@H]2O[C@H](COC1=O)[C@H](O)C=C2;CHEMBL;;;;;;
CHEMBL1414358;;CO[C@H]1COC(=O)[C@@H](CCSC)NC(=O)C\C=C/[C@@H](C)COC(=O)[C@@H](OCc2ccccc2)\C=C/[C@@H]1C;CHEMBL;;;;;;
CHEMBL1414500;;O=C(C[NH+]1CCOCCOCCOCC1)Nc1ccccc1;CHEMBL;;;;;;
CHEMBL1414673;;CO[C@@H]1COC(=O)C\C=C/[C@@H](C)COC(=O)[C@H](COCc2ccccc2)NC(=O)C\C=C/[C@H]1C;CHEMBL;;;;;;
CHEMBL1416094;;CC(C)CC(NS(=O)(=O)c1ccc(C)cc1)C(=O)N1CCOCCOCCOCC1;CHEMBL;;;;;;
CHEMBL1416696;;NC(=O)[C@@H]1CCCCNc2c(F)cc(cc2C(=O)N[C@@H](CCCC[NH3+])C(=O)NCC(=O)N1)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1417268;;C[C@@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C([O-])=O)C[C@@H](O)C[C@@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@@H](C)[C@H](O)[C@@H](C)C=CC=CC=CC=CC=C\C=C/C=C\2)[C@@H](O)[C@H]([NH3+])[C@H]1O;CHEMBL;;;;;;
CHEMBL141729;;CCNC(=O)COc1cc2NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)\C=C\OC3(C)Oc4c(C3=O)c1c(c(O)c4C)c2O;CHEMBL;;;;;;
CHEMBL141751;;CCCN(C)C(=O)COc1cc2NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)\C=C\OC3(C)Oc4c(C3=O)c1c(c(O)c4C)c2O;CHEMBL;;;;;;
CHEMBL1419959;;[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOCCOc2c1;CHEMBL;;;;;;
CHEMBL1420391;;CC(O)c1ccc2OCCOCC[NH+](C)CCOCCOc2c1;CHEMBL;;;;;;
CHEMBL142053;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N4C(C)CCC4C)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1420777;;C(C1COC2(CCCCCCCCCCC2)O1)N1CCOCC1;CHEMBL;;;;;;
CHEMBL1421282;;C[C@@H](O)C1NC(=O)[C@H](CCCC[NH3+])NC(=O)c2cc(cc(F)c2NCCCC[C@H](NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL1423706;;COc1cc2CCCCCC(=O)CCC[C@H](C)OC(=O)c2c(OCC(=O)NC(C)C)c1;CHEMBL;;;;;;
CHEMBL1424961;;CCOC(=O)CCC(=O)N1CCOCCOCCOCC1;CHEMBL;;;;;;
CHEMBL1425538;;O[C@@H]1C2COC(=O)c3cc(O)c(O)c(O)c3-c3c([O-])c(O)c(O)cc3C(=O)O[C@H]1[C@@H](O)[C@H](OC(=O)c1cc(O)c(O)c(O)c1)O2;CHEMBL;;;;;;
CHEMBL142947;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N(CC=C)CC=C)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1430799;;S=C(Nc1ccccc1)N1CCOCCOCCN(CCOCCOCC1)C(=S)Nc1ccccc1;CHEMBL;;;;;;
CHEMBL143130;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N4CCCCC4C)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL1432221;;C[C@@H]1NC(=O)c2cc(cc(F)c2NCCC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(N)=O)[N+]([O-])=O;CHEMBL;;;;;;
CHEMBL143240;;COC1\C=C\OC2(C)Oc3c(C2=O)c2c(OCC(=O)N(CCCl)CCCl)cc(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C;CHEMBL;;;;;;
CHEMBL143295;;CCCN(CC)C(=O)COc1cc2NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)\C=C\OC3(C)Oc4c(C3=O)c1c(c(O)c4C)c2O;CHEMBL;;;;;;
CHEMBL1434146;;CO[C@@H]1COC(=O)[C@@H](CCSC)NC(=O)C\C=C/[C@@H](C)COC(=O)CCC[C@H]1C;CHEMBL;;;;;;
CHEMBL1434874;;CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@H](C)NC(=O)C\C=C/[C@H]1C;CHEMBL;;;;;;
CHEMBL1435158;;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@H]([C@@H](O)CC(=O)C[C@@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@](C)(O)C=CC=CCCC=CC=CC=CC=C2)C([O-])=O)[C@@H](O)[C@H]([NH3+])[C@H]1O;CHEMBL;;;;;;
CHEMBL1435425;;CO[C@H]1C[C@@H]2C[C@H](O)C[C@@H](CC(=O)O[C@H](C[C@@H]3CC[C@H](C)[C@@H](C1)O3)\C=C/CC(C)C)O2;CHEMBL;;;;;;
